,Ticker,Security,Industry,Weight
105,C,Citigroup Inc.,Financials,0.0040923823261472
106,CFG,Citizens Financial Group,Financials,0.0004859580942432
107,CTXS,Citrix Systems,Information Technology,0.0005287939814467
108,CLX,The Clorox Company,Consumer Staples,0.0008291097017276
109,CME,CME Group Inc.,Financials,0.0021639494607217
110,CMS,CMS Energy,Utilities,0.0005516963369813
111,KO,Coca-Cola Company,Consumer Staples,0.00674194654774
112,CTSH,Cognizant Technology Solutions,Information Technology,0.0014507147721152
113,CL,Colgate-Palmolive,Consumer Staples,0.0023959721340537
114,CMCSA,Comcast Corp.,Communication Services,0.0076578388083141
115,CMA,Comerica Inc.,Financials,0.0002400506154174
116,CAG,Conagra Brands,Consumer Staples,0.0005723670255964
117,CXO,Concho Resources,Energy,0.0003989129863474
118,COP,ConocoPhillips,Energy,0.0014780602654078
119,ED,Consolidated Edison,Utilities,0.0007779631273085
120,STZ,Constellation Brands,Consumer Staples,0.0011896804288314
121,COO,The Cooper Companies,Health Care,0.0005629859461028
122,CPRT,Copart Inc,Industrials,0.0008155278374445
123,GLW,Corning Inc.,Information Technology,0.0009114390247756
124,CTVA,Corteva,Materials,0.0009694724627196
125,COST,Costco Wholesale Corp.,Consumer Staples,0.0053527187433715
126,CCI,Crown Castle International Corp.,Real Estate,0.0021310803393527
127,CSX,CSX Corp.,Industrials,0.0022678078058154
128,CMI,Cummins Inc.,Industrials,0.0010823382598137
129,CVS,CVS Health,Health Care,0.0029802447492335
130,DHI,D. R. Horton,Consumer Discretionary,0.0007960689136725
131,DHR,Danaher Corp.,Health Care,0.0046381107212762
132,DRI,Darden Restaurants,Consumer Discretionary,0.0005059118219929
133,DVA,DaVita Inc.,Health Care,0.0002850676793385
134,DE,Deere & Co.,Industrials,0.0027127072679585
135,DAL,Delta Air Lines Inc.,Industrials,0.0008584949991727
136,XRAY,Dentsply Sirona,Health Care,0.000380877886266
137,DVN,Devon Energy,Energy,0.0002042530623443
138,FANG,Diamondback Energy,Energy,0.0002494922831532
139,DLR,Digital Realty Trust Inc,Real Estate,0.0011799156238041
140,DFS,Discover Financial Services,Financials,0.0008776105895725
141,DISCA,"Discovery, Inc. (Class A)",Communication Services,0.0001477343304542
142,DISCK,"Discovery, Inc. (Class C)",Communication Services,0.0002563892447185
143,DISH,Dish Network,Communication Services,0.0002536627738216
144,DG,Dollar General,Consumer Discretionary,0.0017327732354267
145,DLTR,Dollar Tree,Consumer Discretionary,0.0008746518637473
146,D,Dominion Energy,Utilities,0.0020874366089205
147,DOV,Dover Corporation,Industrials,0.0005877968312652
148,DOW,Dow Inc.,Materials,0.0013036065201632
149,DTE,DTE Energy Co.,Utilities,0.0007744793033846
150,DUK,Duke Energy,Utilities,0.0022025239748936
151,DRE,Duke Realty Corp,Real Estate,0.0004871092708442
152,DD,DuPont de Nemours Inc,Materials,0.0016692666596081
153,DXC,DXC Technology,Information Technology,0.0001955990417565
154,EMN,Eastman Chemical,Materials,0.0004587034833139
155,ETN,Eaton Corporation,Industrials,0.0015094853670054
156,EBAY,eBay Inc.,Consumer Discretionary,0.0011503990518344
157,ECL,Ecolab Inc.,Materials,0.0017908470655321
158,EIX,Edison Int'l,Utilities,0.0007806996962458
159,EW,Edwards Lifesciences,Health Care,0.0017626432388091
160,EA,Electronic Arts,Communication Services,0.0013221263261819
161,EMR,Emerson Electric Company,Industrials,0.0015871392973672
162,ETR,Entergy Corp.,Utilities,0.000653838015214
163,EOG,EOG Resources,Energy,0.0009908500141599
164,EFX,Equifax Inc.,Industrials,0.0007638258708057
165,EQIX,Equinix,Real Estate,0.002065604645664
166,EQR,Equity Residential,Real Estate,0.0006685912521787
167,ESS,"Essex Property Trust, Inc.",Real Estate,0.0005169994703072
168,EL,Estée Lauder Companies,Consumer Staples,0.0019469829655652
169,EVRG,Evergy,Utilities,0.0004036893594373
170,ES,Eversource Energy,Utilities,0.0009520129509387
171,RE,Everest Re Group Ltd.,Financials,0.0003087172898596
172,EXC,Exelon Corp.,Utilities,0.0013534605454163
173,EXPE,Expedia Group,Consumer Discretionary,0.0005528677096629
174,EXPD,Expeditors,Industrials,0.0005158987839081
175,EXR,Extra Space Storage,Real Estate,0.0004838677998889
176,XOM,Exxon Mobil Corp.,Energy,0.0060187652893797
177,FFIV,F5 Networks,Information Technology,0.0003429496466771
178,FB,"Facebook, Inc.",Communication Services,0.021584490581381
179,FAST,Fastenal Co,Industrials,0.0009231325555115
180,FRT,Federal Realty Investment Trust,Real Estate,0.0002069896312816
181,FDX,FedEx Corporation,Industrials,0.0023062409474223
182,FIS,Fidelity National Information Services,Information Technology,0.0029612301392373
183,FITB,Fifth Third Bancorp,Financials,0.0006309053655584
184,FE,FirstEnergy Corp,Utilities,0.0005386193747162
185,FRC,First Republic Bank,Financials,0.0007651588121331
186,FISV,Fiserv Inc,Information Technology,0.002087113471629
187,FLT,FleetCor Technologies Inc,Information Technology,0.0007755395976223
188,FLIR,FLIR Systems,Information Technology,0.0001831178638726
189,FLS,Flowserve Corporation,Industrials,0.0001571053119075
190,FMC,FMC Corporation,Materials,0.0004905829967277
191,F,Ford Motor Company,Consumer Discretionary,0.0011574777781261
192,FTNT,Fortinet,Information Technology,0.0006009848719742
193,FTV,Fortive Corp,Industrials,0.0007650174395681
194,FBHS,Fortune Brands Home & Security,Industrials,0.0004018414180516
195,FOXA,Fox Corporation (Class A),Communication Services,0.0003209763108556
196,FOX,Fox Corporation (Class B),Communication Services,0.0001471486441134
197,BEN,Franklin Resources,Financials,0.0002203089465153
198,FCX,Freeport-McMoRan Inc.,Materials,0.0011718573875975
199,GPS,Gap Inc.,Consumer Discretionary,0.0001395246236422
200,GRMN,Garmin Ltd.,Consumer Discretionary,0.0005674088877801
201,IT,Gartner Inc,Information Technology,0.0004558558359326
202,GD,General Dynamics,Industrials,0.0011529033658434
203,GE,General Electric,Industrials,0.0031051474104358
204,GIS,General Mills,Consumer Staples,0.0011827935653065
205,GM,General Motors,Consumer Discretionary,0.0017272899995117
206,GPC,Genuine Parts,Consumer Discretionary,0.000460955346314
207,GILD,Gilead Sciences,Health Care,0.0024244890000279
208,GL,Globe Life Inc.,Financials,0.0002996088574557
209,GPN,Global Payments Inc.,Information Technology,0.001917678452443
210,GS,Goldman Sachs Group,Financials,0.0027532811941215
211,GWW,Grainger (W.W.) Inc.,Industrials,0.0006041354605663
212,HAL,Halliburton Co.,Energy,0.0005776281046235
213,HBI,Hanesbrands Inc,Consumer Discretionary,0.0001614979594637
214,HIG,Hartford Financial Svc.Gp.,Financials,0.0005510601604386
215,HAS,Hasbro Inc.,Consumer Discretionary,0.0003886028871408
216,HCA,HCA Healthcare,Health Care,0.0014235005533473
217,PEAK,Healthpeak Properties,Real Estate,0.0005389324139673
218,HSIC,Henry Schein,Health Care,0.0003218548403668
219,HSY,The Hershey Company,Consumer Staples,0.0007343698870781
220,HES,Hess Corporation,Energy,0.0005071942731185
221,HPE,Hewlett Packard Enterprise,Information Technology,0.0005160603525538
222,HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,0.0009504578527234
223,HFC,HollyFrontier Corp,Energy,0.000124306876821
224,HOLX,Hologic,Health Care,0.000636489581877
225,HD,Home Depot,Consumer Discretionary,0.0096507678575134
226,HON,Honeywell Int'l Inc.,Industrials,0.0048695679043481
227,HRL,Hormel Foods Corp.,Consumer Staples,0.0004345893629363
228,HST,Host Hotels & Resorts,Real Estate,0.0003297818020488
229,HWM,Howmet Aerospace,Industrials,0.0003413137641389
230,HPQ,HP Inc.,Information Technology,0.0010890635546929
231,HUM,Humana Inc.,Health Care,0.0017125973507892
232,HBAN,Huntington Bancshares,Financials,0.0004107983798502
233,HII,Huntington Ingalls Industries,Industrials,0.0002278521826636
234,IEX,IDEX Corporation,Industrials,0.0004830397605795
235,IDXX,IDEXX Laboratories,Health Care,0.0013298412290163
236,INFO,IHS Markit Ltd.,Industrials,0.0010707356114411
237,ITW,Illinois Tool Works,Industrials,0.0019405303177757
238,ILMN,Illumina Inc,Health Care,0.0017261994111529
239,INCY,Incyte,Health Care,0.0005372056490659
240,INTC,Intel Corp.,Information Technology,0.0070413029541867
241,ICE,Intercontinental Exchange,Financials,0.0020725117052697
242,IBM,International Business Machines,Information Technology,0.0036603881595831
243,IP,International Paper,Materials,0.0006391756606125
244,IPG,Interpublic Group,Communication Services,0.00030001277907
245,IFF,International Flavors & Fragrances,Materials,0.0003967318096299
246,INTU,Intuit Inc.,Information Technology,0.0032566685060247
247,ISRG,Intuitive Surgical Inc.,Health Care,0.0029863540636508
248,IVZ,Invesco Ltd.,Financials,0.0002129474750935
249,IPGP,IPG Photonics Corp.,Information Technology,0.0002512796362968
250,IQV,IQVIA Holdings Inc.,Health Care,0.001120529048452
251,IRM,Iron Mountain Incorporated,Real Estate,0.0002764843450332
252,JKHY,Jack Henry & Associates,Information Technology,0.0004054464184598
253,J,Jacobs Engineering Group,Industrials,0.0004570575027354
254,JBHT,J. B. Hunt Transport Services,Industrials,0.0003784644546202
255,SJM,JM Smucker,Consumer Staples,0.000426793675779
256,JNJ,Johnson & Johnson,Health Care,0.013235309635959
257,JCI,Johnson Controls International,Industrials,0.0011346965990759
258,JPM,JPMorgan Chase & Co.,Financials,0.0119285626252441
259,JNPR,Juniper Networks,Information Technology,0.000243665713866
260,KSU,Kansas City Southern,Industrials,0.0006070638922704
261,K,Kellogg Co.,Consumer Staples,0.0005118898618855
262,KEY,KeyCorp,Financials,0.0005025996647551
263,KEYS,Keysight Technologies,Information Technology,0.0007753073426941
264,KMB,Kimberly-Clark,Consumer Staples,0.0015213808585485
265,KIM,Kimco Realty,Real Estate,0.0002074440430978
266,KMI,Kinder Morgan,Energy,0.0009050772593494
267,KLAC,KLA Corporation,Information Technology,0.0013218839732133
268,KHC,Kraft Heinz Co,Consumer Staples,0.0007343799851185
269,KR,Kroger Co.,Consumer Staples,0.0007894849913583
270,LB,L Brands Inc.,Consumer Discretionary,0.0002908942486257
271,LHX,L3Harris Technologies,Industrials,0.0013163704431772
272,LH,Laboratory Corp. of America Holding,Health Care,0.0006429422296664
273,LRCX,Lam Research,Information Technology,0.002304009280503
274,LW,Lamb Weston Holdings Inc,Consumer Staples,0.0003752229836649
275,LVS,Las Vegas Sands,Consumer Discretionary,0.0006165762462887
276,LEG,Leggett & Platt,Consumer Discretionary,0.0001764834513567
277,LDOS,Leidos Holdings,Information Technology,0.0004566939732825
278,LEN,Lennar Corp.,Consumer Discretionary,0.0007187987088443
279,LLY,Lilly (Eli) & Co.,Health Care,0.0044867007041313
280,LNC,Lincoln National,Financials,0.0002941458176214
281,LIN,Linde plc,Materials,0.0044135807938907
282,LYV,Live Nation Entertainment,Communication Services,0.000341596509269
283,LKQ,LKQ Corporation,Consumer Discretionary,0.0003402231757801
284,LMT,Lockheed Martin Corp.,Industrials,0.0028395992431114
285,L,Loews Corp.,Financials,0.0003464233725606
286,LOW,Lowe's Cos.,Consumer Discretionary,0.0040457697718494
287,LUMN,Lumen Technologies,Communication Services,0.0003243490563356
288,LYB,LyondellBasell,Materials,0.0007553637129848
289,MTB,M&T Bank Corp.,Financials,0.0005284607461149
290,MRO,Marathon Oil Corp.,Energy,0.0001818051186259
291,MPC,Marathon Petroleum,Energy,0.0008603732346795
292,MKTX,MarketAxess,Financials,0.000710467825548
293,MAR,Marriott Int'l.,Consumer Discretionary,0.001134333069623
294,MMC,Marsh & McLennan,Financials,0.0019681282620772
295,MLM,Martin Marietta Materials,Materials,0.000541032806362
296,MAS,Masco Corp.,Industrials,0.0004731133869064
297,MA,Mastercard Inc.,Information Technology,0.0097384188478307
298,MKC,McCormick & Co.,Consumer Staples,0.0007576458701059
299,MXIM,Maxim Integrated Products Inc,Information Technology,0.0007499410653119
300,MCD,McDonald's Corp.,Consumer Discretionary,0.0052193741204291
301,MCK,McKesson Corp.,Health Care,0.0009123579464483
302,MDT,Medtronic plc,Health Care,0.0050735685156834
303,MRK,Merck & Co.,Health Care,0.0066064106500396
304,MET,MetLife Inc.,Financials,0.0011742304270819
305,MTD,Mettler Toledo,Health Care,0.0008880418652635
306,MGM,MGM Resorts International,Consumer Discretionary,0.0004171399491957
307,MCHP,Microchip Technology,Information Technology,0.001154690718987
308,MU,Micron Technology,Information Technology,0.0026279746113049
309,MSFT,Microsoft Corp.,Information Technology,0.054303565168688
310,MAA,Mid-America Apartments,Real Estate,0.0004654994644756
311,MHK,Mohawk Industries,Consumer Discretionary,0.0002648615005799
312,TAP,Molson Coors Beverage Company,Consumer Staples,0.0002811597377195
313,MDLZ,Mondelez International,Consumer Staples,0.0027088599145816
314,MNST,Monster Beverage,Consumer Staples,0.0010894270841459
315,MCO,Moody's Corp,Financials,0.0014793427165334
316,MS,Morgan Stanley,Financials,0.00302344416589
317,MOS,The Mosaic Company,Materials,0.000263346794526
318,MSI,Motorola Solutions Inc.,Information Technology,0.0009425712832029
319,MSCI,MSCI Inc,Financials,0.0011961936648631
320,NDAQ,"Nasdaq, Inc.",Financials,0.0004826661330862
321,NOV,National Oilwell Varco Inc.,Energy,0.0001737771765404
322,NTAP,NetApp,Information Technology,0.0004659841704129
323,NFLX,Netflix Inc.,Communication Services,0.0076905867531987
324,NWL,Newell Brands,Consumer Discretionary,0.0002499164008483
325,NEM,Newmont Corporation,Materials,0.0016198670461712
326,NWSA,News Corp. Class A,Communication Services,0.0002194708091655
327,NWS,News Corp. Class B,Communication Services,7.098922372476015e-05
328,NEE,NextEra Energy,Utilities,0.0048130996626598
329,NLSN,Nielsen Holdings,Industrials,0.000224489535224
330,NKE,"Nike, Inc.",Consumer Discretionary,0.0057134712352018
331,NI,NiSource Inc.,Utilities,0.0002788472864773
332,NSC,Norfolk Southern Corp.,Industrials,0.0019268070809276
333,NTRS,Northern Trust Corp.,Financials,0.0006274417377152
334,NOC,Northrop Grumman,Industrials,0.0015263188002841
335,NLOK,NortonLifeLock,Information Technology,0.0003978122999483
336,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,0.000228791300417
337,NRG,NRG Energy,Utilities,0.000268042383293
338,NUE,Nucor Corp.,Materials,0.0005487578072367
339,NVDA,Nvidia Corporation,Information Technology,0.0107690955331671
340,NVR,"NVR, Inc.",Consumer Discretionary,0.0004816967212117
341,ORLY,O'Reilly Automotive,Consumer Discretionary,0.0010950415945855
342,OXY,Occidental Petroleum,Energy,0.000525653490895
343,ODFL,Old Dominion Freight Line,Industrials,0.0006114060496249
344,OMC,Omnicom Group,Communication Services,0.0004504028941387
345,OKE,ONEOK,Energy,0.0005923106553057
346,ORCL,Oracle Corp.,Information Technology,0.0040260281029473
347,PCAR,PACCAR Inc.,Industrials,0.0009645749131454
348,PKG,Packaging Corporation of America,Materials,0.0004175337727697
349,PH,Parker-Hannifin,Industrials,0.001145693365027
350,PAYX,Paychex Inc.,Information Technology,0.0009949700146265
351,PYPL,PayPal,Information Technology,0.009037887493996
352,PNR,Pentair plc,Industrials,0.0002901267975584
353,PBCT,People's United Financial,Financials,0.0001791695300922
354,PEP,PepsiCo Inc.,Consumer Staples,0.0066050474145911
355,PKI,PerkinElmer,Health Care,0.000519776431406
356,PRGO,Perrigo,Health Care,0.0002089890432727
357,PFE,Pfizer Inc.,Health Care,0.0069185309795003
358,PM,Philip Morris International,Consumer Staples,0.0043677356906602
359,PSX,Phillips 66,Energy,0.0009628683443247
360,PNW,Pinnacle West Capital,Utilities,0.0002908942486257
361,PXD,Pioneer Natural Resources,Energy,0.0006204034035848
362,PNC,PNC Financial Services,Financials,0.0020145287575275
363,PPG,PPG Industries,Materials,0.0011132786554742
364,PPL,PPL Corp.,Utilities,0.0006873433131256
365,PFG,Principal Financial Group,Financials,0.0004091322031909
366,PG,Procter & Gamble,Consumer Staples,0.0112632128440206
367,PGR,Progressive Corp.,Financials,0.0018402062868076
368,PLD,Prologis,Real Estate,0.002425054490288
369,PRU,Prudential Financial,Financials,0.0010043308980394
370,PEG,Public Service Enterprise Group (PSEG),Utilities,0.0009396125573776
371,PSA,Public Storage,Real Estate,0.0011580432683862
372,PHM,PulteGroup,Consumer Discretionary,0.0003931772994235
373,PVH,PVH Corp.,Consumer Discretionary,0.0002237624763182
374,QRVO,Qorvo,Information Technology,0.0005968244793463
375,PWR,Quanta Services Inc.,Industrials,0.0003109287606983
376,QCOM,QUALCOMM Inc.,Information Technology,0.0055231938607145
377,DGX,Quest Diagnostics,Health Care,0.0005239873142358
378,RL,Ralph Lauren Corporation,Consumer Discretionary,0.0001645677637329
379,RJF,Raymond James Financial Inc.,Financials,0.0003832206316293
380,RTX,Raytheon Technologies,Industrials,0.003533041772614
381,O,Realty Income Corporation,Real Estate,0.0006849399795201
382,REG,Regency Centers Corporation,Real Estate,0.000245241008162
383,REGN,Regeneron Pharmaceuticals,Health Care,0.0016981571530756
384,RF,Regions Financial Corp.,Financials,0.0004919462321762
385,RSG,Republic Services Inc,Industrials,0.0006666524284297
386,RMD,ResMed,Health Care,0.0010009783486401
387,RHI,Robert Half International,Industrials,0.0002339009088387
388,ROK,Rockwell Automation Inc.,Industrials,0.000931917850624
389,ROL,Rollins Inc.,Industrials,0.000281593953455
390,ROP,Roper Technologies,Industrials,0.0014456657519356
391,ROST,Ross Stores,Consumer Discretionary,0.0013613471149368
392,RCL,Royal Caribbean Group,Consumer Discretionary,0.0004313175978599
393,SPGI,"S&P Global, Inc.",Financials,0.0025328106789604
394,CRM,Salesforce.com,Information Technology,0.0067303438993673
395,SBAC,SBA Communications,Real Estate,0.0010331204111033
396,SLB,Schlumberger Ltd.,Energy,0.0010364729605025
397,STX,Seagate Technology,Information Technology,0.0004837971136064
398,SEE,Sealed Air,Materials,0.0002286802219731
399,SRE,Sempra Energy,Utilities,0.0012475220040086
400,NOW,ServiceNow,Information Technology,0.0034694948046339
401,SHW,Sherwin-Williams,Materials,0.0019485986520226
402,SPG,Simon Property Group Inc,Real Estate,0.0009471456954856
403,SWKS,Skyworks Solutions,Information Technology,0.0007971595020312
404,SLG,SL Green Realty,Real Estate,0.0001442908986917
405,SNA,Snap-on,Industrials,0.0003065765053035
406,SO,Southern Company,Utilities,0.0021106318076254
407,LUV,Southwest Airlines,Industrials,0.0008958274543804
408,SWK,Stanley Black & Decker,Industrials,0.0009519018724947
409,SBUX,Starbucks Corp.,Consumer Discretionary,0.003949515251146
410,STT,State Street Corp.,Financials,0.000817537347476
411,STE,STERIS plc,Health Care,0.0005074366260871
412,SYK,Stryker Corp.,Health Care,0.0025474427394408
413,SIVB,SVB Financial,Financials,0.000616949873782
414,SYF,Synchrony Financial,Financials,0.0005870394782382
415,SNPS,Synopsys Inc.,Information Technology,0.0012392618069948
416,SYY,Sysco Corp.,Consumer Staples,0.001239605140367
417,TMUS,T-Mobile US,Communication Services,0.002475918319577
418,TROW,T. Rowe Price Group,Financials,0.0011238412056898
419,TTWO,Take-Two Interactive,Communication Services,0.0007265237097191
420,TPR,"Tapestry, Inc.",Consumer Discretionary,0.0002694965011047
421,TGT,Target Corp.,Consumer Discretionary,0.0028052659058904
422,TEL,TE Connectivity Ltd.,Information Technology,0.0012551763186008
423,FTI,TechnipFMC,Energy,0.0001330618778123
424,TFX,Teleflex,Health Care,0.0006074375197637
425,TXN,Texas Instruments,Information Technology,0.0048783733955413
426,TXT,Textron Inc.,Industrials,0.0003538252361439
427,TMO,Thermo Fisher Scientific,Health Care,0.006020683917048
428,TIF,Tiffany & Co.,Consumer Discretionary,0.0004599455422781
429,TJX,TJX Companies Inc.,Consumer Discretionary,0.0026489482411309
430,TSCO,Tractor Supply Company,Consumer Discretionary,0.0005536149646495
431,TT,Trane Technologies plc,Industrials,0.0011057758114873
432,TDG,TransDigm Group,Industrials,0.0010612939437053
433,TRV,The Travelers Companies Inc.,Financials,0.0011456832669866
434,TFC,Truist Financial,Financials,0.0020770558234313
435,TWTR,"Twitter, Inc.",Communication Services,0.0014071821201269
436,TSN,Tyson Foods,Consumer Staples,0.0006264925219214
437,UDR,"UDR, Inc.",Real Estate,0.0003676696494763
438,ULTA,Ulta Beauty,Consumer Discretionary,0.0005027713314412
439,USB,U.S. Bancorp,Financials,0.0020311501319586
440,UAA,Under Armour (Class A),Consumer Discretionary,0.000103302952874
441,UA,Under Armour (Class C),Consumer Discretionary,9.638579522799936e-05
442,UNP,Union Pacific Corp,Industrials,0.0044937390382616
443,UAL,United Airlines Holdings,Industrials,0.0004370532847839
444,UNH,UnitedHealth Group Inc.,Health Care,0.0106202706143541
445,UPS,United Parcel Service,Industrials,0.0040340964371942
446,URI,"United Rentals, Inc.",Industrials,0.0005421738849226
447,UHS,Universal Health Services,Health Care,0.0003553803343592
448,UNM,Unum Group,Financials,0.0001511575661359
449,VLO,Valero Energy,Energy,0.0007552223404197
450,VAR,Varian Medical Systems,Health Care,0.0005180698625853
451,VTR,Ventas Inc,Real Estate,0.0006213829134997
452,VRSN,Verisign Inc.,Information Technology,0.0007209798855619
453,VRSK,Verisk Analytics,Industrials,0.0010728461018762
454,VZ,Verizon Communications,"Communication Services
",0.0081220457236238
455,VRTX,Vertex Pharmaceuticals Inc,Health Care,0.002016709934245
456,VFC,VF Corporation,Consumer Discretionary,0.0009061880437889
457,VIAC,ViacomCBS,Communication Services,0.0006681368403625
458,VTRS,Viatris,Health Care,0.0006968657651843
459,V,Visa Inc.,Information Technology,0.0116511593585381
460,VNO,Vornado Realty Trust,Real Estate,0.0001989212970347
461,VMC,Vulcan Materials,Materials,0.0006021158524944
